<<<<<<< HEAD
Date,Description,Amount,Type
2022-11-07,Salary 1783,1941.46,Debit
2023-09-13,Rent 4297,2813.85,Debit
2023-12-29,Electricity 9927,1349.23,Debit
2023-04-10,Uber 5850,702.39,Credit
2022-06-12,Flipkart 1859,2723.19,Credit
2022-08-22,Salary 7754,3437.25,Credit
2022-12-17,Flipkart 7940,2999.61,Credit
2022-05-28,Flipkart 1664,4864.08,Credit
2022-09-16,Uber 9538,2635.23,Debit
2024-05-25,Uber 5592,196.41,Credit
2022-07-30,Amazon 4656,4320.88,Debit
2023-11-28,Gym 5294,446.71,Debit
2023-04-13,Uber 9937,561.82,Debit
2022-05-11,Gym 1267,4123.44,Credit
2023-09-17,Gym 7568,3811.32,Credit
2022-06-24,Amazon 2514,4742.33,Debit
2022-11-14,Rent 6159,981.47,Debit
2023-07-10,Electricity 4729,2487.77,Debit
2022-12-22,Swiggy 8253,1435.28,Credit
2023-06-22,Electricity 3493,2943.76,Debit
2023-07-25,Uber 7572,3187.73,Credit
2023-07-27,Uber 5947,4235.73,Debit
2024-03-27,Uber 3190,4472.5,Credit
2023-03-23,Salary 1644,2294.63,Debit
2023-06-18,Electricity 1759,1186.67,Debit
2022-12-09,Uber 3491,2363.84,Credit
2024-06-12,Zomato 6285,1876.54,Credit
2024-02-09,Electricity 4788,783.07,Credit
2024-02-24,Electricity 6547,2933.67,Debit
2024-02-17,Gym 9175,411.23,Debit
2022-04-26,Salary 5038,2092.09,Debit
2024-04-21,Rent 3427,3435.21,Credit
2022-08-16,Gym 5720,4247.86,Debit
2022-01-13,Flipkart 9203,3991.63,Debit
2023-05-14,Swiggy 3872,1948.59,Credit
2024-04-05,Uber 8463,4641.08,Credit
2023-03-07,Swiggy 1766,668.05,Debit
2022-07-04,Swiggy 2529,1111.62,Debit
2022-06-21,Electricity 2457,4476.89,Debit
2023-04-19,Gym 2739,3521.57,Credit
2022-05-09,Swiggy 2215,203.91,Credit
2023-10-05,Amazon 1318,2914.46,Debit
2023-08-08,Rent 1610,657.14,Debit
2024-03-08,Rent 1962,3509.38,Credit
2022-10-02,Flipkart 1113,3175.21,Credit
2023-05-21,Zomato 8916,347.25,Credit
2022-06-04,Salary 4366,3981.8,Debit
2023-04-07,Zomato 9466,1058.84,Credit
2023-10-22,Uber 4034,2350.03,Debit
2024-03-02,Flipkart 4250,1809.46,Debit
2022-10-11,Swiggy 9962,3724.71,Debit
2023-05-23,Amazon 8361,1967.86,Debit
2022-08-12,Amazon 5591,1176.45,Credit
2023-10-10,Gym 4624,2067.85,Debit
2022-11-22,Zomato 8699,3644.93,Credit
2023-10-19,Amazon 3569,2023.97,Credit
2023-10-15,Amazon 1159,305.63,Credit
2023-04-20,Uber 5330,4383.34,Credit
2024-02-19,Amazon 7548,3612.47,Debit
2023-12-07,Salary 4195,1105.36,Credit
2023-10-25,Zomato 7233,3798.1,Credit
2022-12-11,Gym 4155,2957.25,Credit
2023-02-12,Salary 2253,2803.67,Debit
2022-09-29,Amazon 8481,825.02,Credit
2022-07-24,Swiggy 4992,2274.1,Debit
2022-10-25,Salary 9886,3338.25,Debit
2023-07-07,Zomato 8866,3966.99,Credit
2022-04-18,Zomato 2269,1450.14,Credit
2022-06-07,Gym 4012,3263.83,Debit
2022-01-24,Rent 7617,1310.42,Debit
2023-06-22,Swiggy 4317,2782.85,Debit
2024-03-23,Gym 5999,3252.96,Credit
2022-05-08,Rent 8961,2664.65,Credit
2022-08-31,Uber 2136,523.89,Debit
2022-10-15,Rent 9991,2421.71,Debit
2023-04-22,Zomato 6538,3207.6,Credit
2023-07-17,Amazon 1384,756.22,Credit
2023-12-10,Amazon 4264,4524.25,Debit
2023-05-28,Rent 5652,4840.03,Debit
2022-09-26,Rent 2038,3038.5,Debit
2022-07-23,Salary 9771,831.89,Debit
2023-07-27,Swiggy 9039,1251.78,Debit
2022-03-04,Electricity 7856,27.87,Credit
2023-07-10,Electricity 1405,4231.84,Credit
2022-01-30,Flipkart 4089,4060.87,Credit
2022-11-04,Flipkart 1856,2083.18,Debit
2024-01-30,Swiggy 2985,4584.84,Debit
2023-04-11,Salary 4516,3738.65,Debit
2023-08-28,Amazon 5244,705.27,Debit
2022-06-18,Swiggy 7370,1589.1,Credit
2024-03-24,Salary 9284,3347.84,Credit
2022-06-10,Swiggy 8177,3476.77,Credit
2023-05-25,Flipkart 1331,1404.45,Credit
2023-09-19,Zomato 2381,4720.77,Credit
2024-03-30,Zomato 8529,4979.66,Credit
2023-02-14,Uber 5212,3571.56,Credit
2022-04-23,Salary 3104,4044.46,Debit
2022-04-13,Swiggy 8934,3383.16,Credit
2024-04-24,Swiggy 7263,2336.79,Debit
2023-11-15,Gym 9019,1160.52,Debit
2022-04-03,Flipkart 3499,1746.23,Debit
2023-11-09,Electricity 9404,808.92,Credit
2024-01-18,Uber 1591,2746.91,Credit
2024-05-03,Gym 1841,2059.81,Debit
2022-03-26,Gym 8594,1857.89,Credit
2023-03-09,Swiggy 2571,981.28,Debit
2022-06-26,Flipkart 6797,678.13,Debit
2022-06-23,Gym 4079,4173.66,Credit
2022-01-21,Rent 7693,2727.38,Debit
2024-02-16,Amazon 4712,2013.59,Credit
2024-02-24,Zomato 2967,843.53,Debit
2024-03-31,Gym 1071,1888.62,Credit
2022-12-05,Rent 8254,2805.07,Debit
2022-02-16,Zomato 4834,2186.77,Credit
2023-08-21,Flipkart 7148,2872.74,Credit
2022-09-14,Gym 6509,1853.71,Debit
2024-03-25,Rent 1251,1103.36,Debit
2023-02-02,Electricity 3043,1000.19,Credit
2023-12-26,Salary 9408,4910.61,Credit
2024-05-02,Gym 6678,1529.5,Credit
2022-12-17,Amazon 3189,4040.49,Debit
2024-05-18,Rent 3705,3908.14,Credit
2023-11-08,Uber 7856,1200.32,Credit
2024-01-27,Swiggy 1612,2608.0,Credit
2023-03-12,Rent 2816,2256.18,Debit
2022-06-21,Electricity 5295,4961.69,Debit
2022-01-18,Electricity 4575,2824.63,Credit
2023-02-22,Uber 6056,2447.02,Debit
2022-10-11,Uber 9151,1650.39,Credit
2024-04-11,Flipkart 3679,611.66,Credit
2022-10-21,Electricity 1449,3525.39,Debit
2023-01-17,Gym 7429,906.11,Credit
2022-12-10,Gym 9002,4647.65,Credit
2023-05-16,Electricity 3602,4575.67,Credit
2023-11-28,Salary 6783,4476.22,Debit
2024-05-16,Gym 5523,4170.41,Credit
2023-01-26,Uber 3316,262.52,Debit
2023-11-06,Gym 9794,211.12,Debit
2022-04-09,Rent 2762,2097.83,Credit
2022-05-28,Rent 6817,2704.41,Credit
2023-07-24,Salary 8319,3156.29,Credit
2022-10-30,Salary 9237,3716.49,Credit
2022-01-04,Zomato 6324,3747.91,Credit
2022-04-06,Swiggy 1409,4644.96,Credit
2022-06-17,Salary 2588,3017.18,Debit
2022-09-02,Uber 9304,2386.39,Credit
2022-02-15,Amazon 8788,3723.28,Debit
2022-12-12,Flipkart 1059,3865.23,Debit
2022-02-22,Electricity 9257,3371.2,Credit
2022-10-12,Flipkart 3581,4685.79,Debit
2024-05-27,Rent 1471,435.85,Credit
2022-09-02,Zomato 8475,107.77,Credit
2023-07-04,Amazon 1757,2218.56,Credit
2024-03-06,Flipkart 5221,139.17,Debit
2023-02-16,Salary 3884,829.04,Debit
2022-12-30,Swiggy 2236,4949.99,Credit
2022-12-17,Flipkart 3570,4428.47,Debit
2022-04-17,Flipkart 4635,1798.17,Debit
2023-10-16,Flipkart 7837,4985.21,Credit
2023-10-27,Rent 8598,2755.91,Debit
2023-11-26,Amazon 4657,3238.34,Debit
2023-10-11,Electricity 6980,3430.13,Debit
2023-02-06,Rent 7564,2808.02,Debit
2022-08-06,Rent 7628,2925.77,Credit
2023-01-16,Flipkart 5285,2220.25,Credit
2022-06-04,Gym 3176,2877.38,Credit
2023-04-08,Amazon 2256,2409.68,Debit
2022-05-21,Zomato 5695,3970.46,Credit
2024-02-07,Amazon 6110,3938.94,Credit
2024-05-05,Electricity 7010,1480.53,Debit
2023-01-23,Gym 9913,3414.35,Debit
2023-09-22,Rent 8071,4067.88,Debit
2023-09-15,Gym 4739,2631.01,Credit
2022-10-14,Salary 7872,666.34,Credit
2023-05-24,Zomato 3781,2213.76,Credit
2022-09-01,Gym 7583,2627.94,Debit
2023-01-18,Swiggy 3428,1114.79,Debit
2023-01-08,Amazon 2239,1203.88,Credit
2022-07-19,Swiggy 4565,2467.49,Credit
2024-01-12,Rent 7341,330.01,Credit
2023-03-21,Salary 6082,876.38,Debit
2022-05-08,Electricity 8082,981.37,Debit
2024-01-03,Amazon 7897,2240.14,Credit
2023-10-23,Rent 4730,706.51,Debit
2023-08-05,Rent 1375,1707.61,Credit
2023-05-25,Gym 3603,2316.51,Debit
2022-03-29,Gym 3132,163.03,Credit
2024-05-04,Zomato 1607,2927.53,Debit
2024-04-07,Gym 4282,2527.05,Credit
2022-03-02,Uber 4635,2825.89,Debit
2022-08-14,Zomato 1820,3330.2,Credit
2022-12-01,Flipkart 3085,266.8,Credit
2023-10-02,Electricity 2072,2240.33,Debit
2022-04-21,Flipkart 2789,2053.38,Credit
2022-02-03,Uber 7025,4823.26,Credit
2023-12-19,Swiggy 1381,23.41,Credit
2023-11-13,Zomato 4469,3127.18,Debit
2023-07-24,Swiggy 9301,508.82,Debit
2023-10-15,Salary 4265,2732.27,Debit
2023-09-10,Gym 6182,1315.13,Debit
2022-08-04,Amazon 7461,4436.46,Debit
2022-01-26,Gym 6233,4949.55,Debit
2022-03-31,Swiggy 7140,1729.23,Debit
2022-06-10,Uber 5893,4709.15,Credit
2023-01-04,Gym 3648,3796.23,Credit
2022-01-25,Gym 1263,4440.53,Debit
2022-10-02,Rent 3313,2576.68,Debit
2024-04-26,Salary 6207,755.32,Credit
2022-04-21,Flipkart 4908,2028.82,Credit
2022-05-27,Amazon 3143,1061.32,Debit
2022-12-10,Uber 5803,1794.08,Debit
2023-07-06,Uber 4837,3447.38,Debit
2022-05-14,Uber 2664,1976.96,Credit
2022-01-05,Salary 3047,1071.0,Debit
2022-02-06,Gym 5560,4675.42,Debit
2022-08-05,Gym 7867,3301.47,Credit
2022-05-19,Amazon 8276,1818.19,Debit
2022-04-09,Swiggy 3495,4293.62,Credit
2023-08-22,Zomato 3500,2696.13,Credit
2022-02-18,Salary 5194,200.24,Credit
2024-01-07,Zomato 5904,455.88,Credit
2024-01-04,Uber 1223,1895.95,Debit
2022-08-07,Salary 5506,4453.92,Debit
2023-12-05,Zomato 7148,1358.72,Debit
2024-01-08,Flipkart 5483,922.5,Debit
2023-07-30,Uber 7436,2163.66,Debit
2022-02-03,Gym 6896,733.44,Credit
2024-04-03,Electricity 5971,1047.93,Credit
2022-06-30,Salary 8617,3137.42,Credit
2023-08-02,Swiggy 4090,1825.59,Debit
2023-11-09,Flipkart 9510,646.82,Debit
2023-12-24,Gym 8767,319.29,Credit
2022-12-13,Salary 3627,2762.21,Debit
2022-08-01,Flipkart 5189,3143.24,Credit
2022-11-10,Zomato 6039,1556.59,Credit
2022-03-04,Uber 5480,259.83,Debit
2022-02-06,Uber 1600,1416.15,Credit
2024-02-05,Electricity 1484,1138.7,Debit
2022-12-12,Gym 1468,4852.31,Credit
2023-06-23,Amazon 8302,1315.29,Debit
2023-09-15,Amazon 9537,4735.27,Credit
2022-09-24,Amazon 1414,54.66,Debit
2024-01-14,Flipkart 5393,2398.1,Credit
2022-09-04,Zomato 9159,3679.47,Credit
2023-11-25,Swiggy 2325,4372.63,Debit
2022-02-23,Uber 3584,4459.74,Credit
2022-12-22,Flipkart 9362,391.59,Debit
2022-01-22,Flipkart 2934,1792.19,Credit
2022-08-24,Salary 2603,3577.46,Debit
2023-11-26,Amazon 8059,4506.96,Credit
2022-10-17,Uber 1270,973.67,Credit
2024-05-27,Uber 1374,116.32,Debit
2024-02-29,Uber 4084,119.4,Debit
2023-12-09,Electricity 3928,668.54,Debit
2024-06-08,Uber 1169,2069.03,Credit
2023-10-31,Amazon 2431,2439.06,Debit
2023-07-06,Swiggy 4471,209.23,Debit
2024-06-05,Zomato 9027,1021.14,Credit
2022-11-15,Zomato 1617,4396.07,Credit
2022-09-18,Uber 8636,2813.64,Debit
2022-04-03,Zomato 1466,2995.05,Debit
2024-04-10,Gym 5075,3679.27,Debit
2022-02-01,Uber 5994,367.29,Credit
2023-05-23,Electricity 9864,1793.05,Debit
2023-10-11,Zomato 4516,1221.32,Credit
2022-06-24,Swiggy 8067,4749.98,Credit
2023-09-27,Rent 1648,2007.91,Credit
2023-07-30,Electricity 4569,3470.57,Credit
2022-03-11,Flipkart 9982,4984.8,Debit
2023-05-17,Gym 1342,709.18,Debit
2022-03-03,Amazon 1742,1771.31,Credit
2023-12-31,Zomato 1739,495.83,Credit
2023-07-04,Flipkart 4112,1423.95,Credit
2024-06-12,Uber 8828,3805.43,Debit
2023-11-15,Gym 3274,3949.35,Debit
2023-10-05,Salary 9376,4787.4,Credit
2024-04-07,Zomato 2060,1602.47,Debit
2023-08-11,Swiggy 1096,3314.47,Credit
2022-05-12,Swiggy 8093,3176.61,Debit
2022-12-25,Gym 9608,4488.42,Debit
2022-06-27,Flipkart 7764,3787.99,Credit
2024-03-06,Electricity 8224,4715.86,Debit
2024-04-21,Amazon 8970,4791.68,Credit
2022-11-08,Amazon 4989,4744.88,Debit
2022-07-15,Gym 2071,1332.14,Credit
2022-07-20,Gym 3873,4939.6,Credit
2023-02-04,Uber 9135,495.17,Debit
2023-06-09,Flipkart 9568,1254.61,Debit
2022-08-02,Zomato 6806,1877.47,Debit
2023-11-24,Amazon 3487,1184.7,Credit
2022-06-28,Rent 9009,3058.73,Credit
2022-04-15,Uber 2116,326.14,Debit
2022-10-30,Swiggy 9203,3903.48,Credit
2022-05-30,Swiggy 7556,1129.09,Credit
2022-09-13,Electricity 4708,3690.06,Debit
2022-01-16,Uber 7203,4915.85,Credit
2023-12-24,Rent 5979,710.57,Credit
2023-06-20,Salary 4640,4501.63,Debit
2022-12-09,Flipkart 7165,4329.89,Credit
2023-01-13,Zomato 5529,571.26,Credit
2024-06-09,Electricity 7153,3646.87,Debit
2023-11-07,Electricity 6282,3446.05,Debit
2024-05-16,Zomato 4650,426.67,Debit
2022-07-24,Flipkart 4226,2509.6,Debit
2023-10-02,Zomato 8196,3895.53,Credit
2023-12-02,Zomato 8957,1298.68,Debit
2023-11-13,Gym 4635,1865.58,Debit
2022-10-06,Flipkart 3643,2869.21,Credit
2023-04-27,Rent 9499,4090.11,Debit
2023-04-15,Electricity 7430,678.72,Credit
2022-10-31,Swiggy 2878,3638.55,Credit
2023-07-09,Gym 8083,725.1,Debit
2023-09-23,Zomato 3936,266.45,Debit
2022-06-11,Electricity 1593,229.49,Credit
2022-11-24,Flipkart 7414,653.28,Debit
2022-09-11,Salary 4695,3264.06,Credit
2023-07-25,Uber 3516,2927.77,Debit
2024-04-30,Flipkart 7588,4440.2,Debit
2023-07-03,Swiggy 1343,3038.96,Credit
2023-10-19,Amazon 4608,126.39,Credit
2022-11-05,Electricity 8237,3196.55,Debit
2023-09-06,Gym 7988,2174.72,Debit
2023-02-08,Uber 4165,4084.21,Credit
2023-05-08,Electricity 6830,45.04,Credit
2024-04-07,Amazon 8425,1056.55,Debit
2023-01-31,Amazon 4053,2295.3,Credit
2024-04-26,Rent 7096,228.76,Credit
2022-07-08,Uber 7938,1166.97,Debit
2023-01-29,Swiggy 7263,3947.56,Credit
2023-02-10,Electricity 7223,3077.48,Credit
2022-06-30,Gym 8154,2904.63,Credit
2023-08-06,Zomato 5893,1707.39,Credit
2023-08-17,Gym 6881,1554.13,Credit
2022-06-04,Rent 6665,2942.84,Debit
2023-02-03,Flipkart 8548,4286.4,Credit
2022-10-07,Salary 5391,3265.71,Credit
2023-01-11,Gym 8244,1204.15,Debit
2023-04-17,Rent 5967,4230.5,Credit
2022-06-01,Salary 7251,1053.6,Debit
2023-09-08,Zomato 1102,2061.24,Debit
2023-02-28,Gym 8625,388.75,Debit
2023-06-07,Zomato 3932,2975.21,Credit
2023-05-20,Salary 2984,3424.79,Credit
2022-09-21,Rent 7153,1826.09,Credit
2022-09-19,Salary 7578,4293.36,Debit
2024-01-19,Rent 4783,4738.59,Credit
2024-05-16,Uber 3842,621.76,Credit
2022-07-01,Electricity 5800,574.24,Debit
2022-12-18,Amazon 8918,3394.91,Credit
2023-02-22,Electricity 2692,2210.17,Debit
2023-07-23,Zomato 3382,4638.17,Debit
2022-09-17,Salary 3708,3823.95,Debit
2023-10-20,Electricity 3664,4718.55,Debit
2022-04-09,Amazon 9026,936.0,Debit
2023-11-10,Electricity 9492,3596.19,Credit
2022-09-08,Salary 8490,99.98,Debit
2022-11-15,Gym 1870,4690.29,Credit
2022-07-12,Swiggy 4770,2422.82,Credit
2023-11-14,Uber 1723,558.58,Credit
2023-02-19,Zomato 2323,3959.59,Debit
2022-07-09,Zomato 9149,4147.03,Credit
2023-03-19,Electricity 2898,3830.05,Credit
2023-10-12,Salary 5543,1707.28,Debit
2022-10-27,Flipkart 1858,2455.75,Credit
2023-01-08,Swiggy 7766,403.66,Credit
2022-01-24,Rent 1374,1902.6,Debit
2023-09-22,Uber 8409,2334.61,Debit
2022-06-10,Amazon 1595,1774.49,Credit
2022-06-15,Zomato 7038,353.2,Debit
2023-05-24,Salary 1504,2074.7,Credit
2023-07-30,Uber 9148,4717.99,Debit
2022-11-15,Swiggy 1932,496.55,Credit
2022-02-07,Zomato 2929,4176.05,Credit
2023-12-31,Swiggy 1446,4603.43,Debit
2023-05-29,Uber 4498,2806.31,Debit
2022-05-20,Electricity 6720,1427.89,Credit
2023-09-09,Swiggy 5115,2446.22,Credit
2023-04-23,Salary 8995,1156.02,Credit
2022-07-04,Salary 6344,422.18,Debit
2022-04-11,Electricity 9479,495.39,Debit
2022-08-27,Electricity 5659,3762.54,Credit
2024-05-11,Electricity 7011,4420.96,Debit
2024-03-26,Zomato 8437,2208.98,Credit
2023-12-11,Rent 9714,1555.12,Credit
2024-06-06,Rent 2152,1604.91,Debit
2024-06-07,Salary 1097,1311.63,Credit
2022-11-04,Gym 6520,4934.28,Debit
2023-11-28,Rent 5948,3879.23,Debit
2023-04-23,Zomato 6167,4651.32,Credit
2022-08-14,Salary 4324,4098.81,Debit
2022-07-31,Amazon 6117,3206.88,Credit
2024-01-24,Swiggy 9227,3199.09,Debit
2023-09-10,Zomato 4472,2793.49,Credit
2024-05-27,Electricity 7212,1322.91,Debit
2022-03-25,Flipkart 9978,1174.37,Credit
2024-04-13,Flipkart 5551,1687.27,Debit
2023-12-02,Amazon 3221,1953.32,Credit
2023-01-19,Rent 3061,2773.43,Credit
2022-10-12,Amazon 8024,204.01,Debit
2023-03-12,Rent 7841,1515.64,Credit
2024-05-26,Rent 2623,815.54,Credit
2023-11-25,Flipkart 6778,876.81,Credit
2022-06-12,Flipkart 9284,2821.29,Credit
2022-04-02,Zomato 6485,1861.01,Credit
2023-12-20,Electricity 4481,3905.91,Credit
2022-11-24,Zomato 7762,3178.43,Credit
2024-06-03,Swiggy 5049,3507.04,Debit
2022-03-05,Amazon 4984,4863.11,Debit
2024-05-09,Gym 2103,1891.13,Credit
2023-03-13,Zomato 8143,3056.1,Debit
2024-02-02,Zomato 9591,4902.36,Debit
2023-10-20,Electricity 3845,3426.25,Credit
2022-02-22,Swiggy 6015,4128.68,Debit
2024-03-17,Gym 2830,3633.32,Debit
2022-07-19,Uber 4009,2006.22,Debit
2023-07-03,Rent 4796,2996.02,Credit
2024-06-14,Gym 4924,4734.58,Credit
2022-06-02,Flipkart 3507,1212.26,Debit
2023-03-09,Amazon 5090,977.29,Debit
2023-05-14,Zomato 4789,2720.0,Credit
2022-11-06,Uber 3403,998.73,Credit
2023-04-03,Gym 5789,3689.22,Debit
2022-04-30,Uber 6103,4125.8,Debit
2023-12-02,Uber 3382,4099.84,Debit
2022-08-31,Rent 6431,1284.04,Debit
2022-01-08,Zomato 2266,3531.57,Debit
2023-06-05,Flipkart 3700,435.42,Debit
2023-09-26,Salary 3075,78.82,Credit
2022-01-18,Swiggy 7730,168.38,Debit
2022-10-16,Swiggy 8324,2820.93,Debit
2022-11-20,Salary 5959,4717.28,Debit
2024-01-05,Salary 3093,231.67,Debit
2022-04-14,Zomato 1413,2726.0,Credit
2022-12-14,Salary 9378,991.25,Debit
2022-02-12,Amazon 9455,4095.12,Credit
2023-06-10,Swiggy 8132,3162.73,Debit
2023-07-07,Swiggy 4952,4863.53,Debit
2024-05-19,Swiggy 7322,2772.63,Debit
2023-06-17,Flipkart 6253,1225.57,Credit
2022-10-28,Amazon 1775,322.19,Debit
2022-08-29,Salary 8365,671.26,Debit
2023-10-17,Rent 8937,56.17,Debit
2023-10-12,Swiggy 5911,93.23,Debit
2023-01-11,Swiggy 8352,4637.84,Debit
2024-05-31,Uber 3152,3457.37,Debit
2022-08-06,Swiggy 7278,3578.95,Debit
2023-11-01,Swiggy 9851,3255.44,Credit
2022-11-08,Gym 4661,2815.08,Debit
2022-10-25,Rent 9202,1497.17,Debit
2022-04-20,Amazon 7362,3555.07,Credit
2022-02-21,Amazon 5409,4202.02,Credit
2023-04-12,Amazon 1353,1897.93,Debit
2022-09-16,Gym 6894,1587.08,Debit
2022-06-12,Gym 4298,87.79,Debit
2022-11-16,Electricity 3323,2790.5,Debit
2022-11-20,Flipkart 4241,1404.78,Credit
2023-07-03,Uber 9706,3413.61,Credit
2022-12-30,Flipkart 8632,1344.29,Debit
2023-12-04,Swiggy 3171,2085.89,Credit
2023-03-05,Amazon 5323,4812.02,Credit
2022-08-09,Gym 3922,899.03,Credit
2022-04-02,Zomato 6872,2207.71,Debit
2023-06-08,Zomato 8238,234.26,Credit
2023-10-29,Uber 2867,729.16,Debit
2022-12-14,Amazon 1415,4068.62,Credit
2022-08-25,Salary 2883,2903.87,Credit
2022-02-05,Zomato 6883,1722.24,Debit
2022-04-15,Swiggy 6536,3723.98,Credit
2023-12-17,Salary 1607,3192.53,Debit
2023-10-15,Swiggy 6662,3009.22,Debit
2022-11-03,Gym 7711,1946.94,Debit
2022-05-13,Swiggy 1753,802.39,Credit
2022-01-25,Swiggy 9464,4320.82,Credit
2022-02-06,Salary 2140,2619.31,Credit
2023-02-22,Salary 7307,2607.47,Credit
2022-07-30,Salary 1752,2679.2,Credit
2023-05-16,Swiggy 5910,3492.64,Credit
2022-11-11,Amazon 8434,1370.6,Debit
2022-01-21,Electricity 7665,3522.04,Debit
2022-11-12,Rent 2923,4393.76,Debit
2024-01-28,Electricity 8539,3410.86,Debit
2023-09-01,Flipkart 6458,281.31,Debit
2023-03-22,Rent 4345,4121.11,Debit
2022-05-18,Uber 8312,2796.01,Debit
2023-11-11,Electricity 4480,4997.06,Debit
2022-10-26,Flipkart 8850,1755.09,Credit
2023-01-24,Zomato 7152,200.74,Credit
2024-03-12,Gym 6117,3305.81,Credit
2023-10-31,Rent 6725,3713.11,Debit
2023-06-24,Swiggy 8756,2185.51,Credit
2023-09-10,Rent 9968,2137.19,Debit
2023-06-10,Flipkart 1477,3066.13,Debit
2023-04-06,Swiggy 1951,4154.36,Credit
2022-03-22,Electricity 5148,2753.89,Debit
2022-08-20,Swiggy 8747,1334.02,Debit
2024-01-04,Rent 9163,2326.94,Debit
2023-11-11,Rent 7532,2663.6,Credit
2022-11-14,Rent 5029,3724.44,Debit
2023-06-06,Swiggy 7818,1879.24,Credit
2023-12-17,Flipkart 2590,395.91,Credit
2022-03-14,Amazon 5445,2532.34,Debit
2023-02-23,Electricity 1470,4514.65,Credit
2024-04-24,Zomato 4605,4223.13,Debit
2024-05-04,Rent 4871,302.43,Debit
2023-09-26,Rent 6630,4376.83,Debit
2023-11-01,Amazon 4423,4727.06,Debit
2024-01-24,Swiggy 8430,2941.84,Debit
2022-10-31,Electricity 4888,1427.05,Debit
2024-01-20,Amazon 9518,4278.67,Debit
2023-02-11,Electricity 6971,2656.0,Debit
2023-08-01,Uber 6921,3717.88,Debit
2022-07-12,Gym 8035,3986.99,Debit
2022-07-02,Swiggy 5893,4817.51,Credit
2022-04-16,Salary 2636,1640.52,Debit
2023-02-05,Uber 3169,3033.41,Credit
2022-09-18,Flipkart 5470,1476.02,Debit
2023-09-04,Rent 3339,119.75,Debit
2023-02-03,Gym 1812,2218.74,Debit
2022-12-03,Salary 6440,2305.81,Debit
2022-10-27,Swiggy 5462,2743.14,Debit
2023-07-12,Salary 7843,3789.49,Debit
2023-02-17,Rent 4491,2769.31,Credit
2023-01-19,Gym 2733,1068.02,Debit
2023-11-14,Salary 5509,3283.62,Credit
2022-07-15,Salary 7454,4943.69,Credit
2023-01-10,Flipkart 5246,4269.65,Debit
2022-01-28,Swiggy 2251,2344.42,Credit
2022-01-05,Zomato 3596,3365.74,Credit
2023-05-12,Rent 9016,4119.93,Debit
2024-01-05,Flipkart 5521,2778.38,Debit
2023-05-19,Rent 3485,2894.67,Debit
2024-03-20,Salary 1046,3125.65,Credit
2023-03-01,Gym 6436,2557.27,Credit
2024-03-08,Flipkart 6971,1357.89,Credit
2023-05-24,Salary 8022,257.09,Credit
2023-12-28,Zomato 3389,1643.59,Credit
2022-09-08,Salary 9096,2752.13,Debit
2024-05-18,Salary 4631,1142.48,Credit
2023-07-26,Swiggy 5705,2346.9,Debit
2023-09-25,Swiggy 5350,1901.59,Credit
2023-12-15,Swiggy 8827,3492.43,Debit
2023-11-24,Electricity 9943,1096.68,Credit
2022-08-15,Rent 2444,2037.62,Credit
2023-08-31,Salary 3517,268.41,Credit
2022-05-02,Uber 3000,2728.36,Credit
2023-07-04,Amazon 6143,4301.89,Credit
2022-12-03,Zomato 7073,2603.86,Credit
2022-09-03,Swiggy 5047,2828.7,Debit
2023-08-14,Rent 8770,120.66,Debit
2023-05-15,Swiggy 4095,3615.99,Debit
2024-05-13,Flipkart 5107,1335.58,Credit
2024-01-24,Uber 2582,2818.01,Credit
2022-01-13,Electricity 4849,4423.51,Credit
2023-12-20,Amazon 4062,3270.5,Debit
2024-05-10,Salary 6765,3611.54,Credit
2024-01-12,Swiggy 5754,1080.83,Debit
2024-03-22,Flipkart 3376,104.83,Debit
2023-06-28,Amazon 2578,4143.04,Credit
2022-09-07,Uber 8420,3994.34,Credit
2022-09-11,Gym 8802,3291.36,Debit
2024-02-10,Electricity 7332,1057.09,Debit
2022-12-10,Rent 9753,3554.81,Credit
2022-04-15,Uber 8637,1777.78,Credit
2023-03-12,Electricity 3197,2335.34,Credit
2023-06-26,Salary 7389,2216.41,Credit
2022-03-04,Electricity 5846,1904.36,Debit
2022-12-09,Rent 3410,3416.8,Debit
2023-08-29,Flipkart 2112,4311.44,Debit
2022-03-22,Zomato 9250,557.7,Debit
2024-05-30,Gym 9946,2141.42,Credit
2022-04-28,Gym 4911,4800.94,Debit
2023-05-09,Uber 5701,3494.54,Debit
2024-05-24,Swiggy 6933,4049.95,Credit
2023-02-23,Rent 9033,4535.19,Credit
2022-08-17,Flipkart 7239,188.97,Debit
2022-11-19,Salary 4519,3504.73,Credit
2023-03-21,Uber 9171,2365.01,Debit
2022-12-19,Electricity 9958,4939.55,Debit
2022-02-10,Salary 6122,4277.52,Credit
2022-12-14,Gym 4651,1923.21,Credit
2022-07-19,Electricity 4785,4315.84,Debit
2022-04-29,Swiggy 6024,1121.28,Credit
2023-11-19,Uber 6261,869.91,Debit
2023-09-19,Salary 2122,3950.19,Debit
2023-02-14,Electricity 2364,4157.28,Credit
2024-01-08,Uber 4523,4755.88,Debit
2022-05-23,Rent 8905,3608.17,Debit
2022-08-26,Electricity 7261,2895.37,Credit
2022-11-24,Electricity 8629,933.91,Debit
2022-01-13,Uber 7679,1137.53,Credit
2023-09-29,Uber 2114,3877.2,Credit
2023-01-30,Rent 4051,2345.61,Debit
