Date,Description,Amount,Type
28-Apr-2023,Gym 4026,2332.76,
"March 29, 2023",Swiggy 8712,2955.46,
"December 31, 2023",Salary 6723,4337.75,credit
07/18/2022 00:00,Swiggy 8317,3167.67,
11/23/2023 00:00,Amazon 4627,2526.49,
2022-07-27,Rent 5511,48.24,Credit
13-Jul-2022,Swiggy 7116,1681.37,Debit
"January 12, 2022",Flipkart 7495,3308.0,debit
"December 18, 2023",Electricity 8108,1033.98,credit
01/24/2023 00:00,Salary 2738,4417.31,
27-Apr-2024,Electricity 7144,4317.7₹,Debit
"May 06, 2022",Flipkart 7939,3447.82,debit
12/14/2022 00:00,Gym 1629,3761.5,credit
2022-03-13,Swiggy 2056,3843.18,Debit
2023-03-16,Electricity 9201,1927.66,
"January 02, 2024",Uber 2881,3827.99,debit
"October 29, 2022",Rent 4389,58.04,Debit
"August 07, 2023",Rent 3481,4827.12₹,Credit
2022-12-15,Gym 3112,3285.26,debit
01-May-2022,Flipkart 4020,1100.96,Credit
2024-02-25,Electricity 7765,983.61,Debit
2022-10-27,Amazon 4486,4905.11,credit
09-Jul-2023,Zomato 1615,error,
2022-07-27,Swiggy 7798,440.6,Credit
2023-04-19,Salary 3693,2325.68,credit
08/02/2022 00:00,Uber 4432,1687.17,
01-Dec-2022,Uber 2828,394.19,credit
2022-03-18,Amazon 1282,1962.6,Debit
2022-05-30,Flipkart 7860,2361.98,Credit
2022-09-09,Salary 8073,4084.23,
2023-07-26,Salary 7376,939.87,debit
01-Aug-2022,Gym 9819,error,credit
2023-07-29,Swiggy 4064,3389.5,debit
"May 13, 2023",Amazon 8120,4850.18,credit
"March 02, 2024",Amazon 7280,3665.03,Credit
2023-12-06,Zomato 8749,2787.66,Credit
2022-01-29,Uber 6018,error,debit
06/15/2024 00:00,Flipkart 3892,1147.45,
"June 10, 2024",Uber 6851,942.49,debit
2023-05-28,Uber 3510,640.2,Debit
"March 14, 2022",Salary 6548,3106.58,
2024-02-28,Rent 9253,1800.73,Credit
25-Jul-2022,Flipkart 6341,3434.94,Debit
"October 30, 2023",Gym 3871,4285.61,Debit
10/20/2023 00:00,Rent 5405,3915.12₹,Credit
2024-05-14,Uber 9379,111.27,Credit
02/21/2022 00:00,Salary 8987,4567.62,Debit
"November 18, 2022",Rent 6376,3960.73,Debit
19-Sep-2023,Swiggy 2546,4423.89,
08/14/2022 00:00,Gym 8511,2964.51,
2023-08-23,Swiggy 2767,1534.55,Credit
"March 03, 2022",Uber 2973,1748.56,credit
01/19/2022 00:00,Electricity 3269,4922.01,debit
2024-02-09,Rent 9707,2096.58,
"December 11, 2023",Swiggy 2451,3501.37,Credit
11/07/2022 00:00,Gym 3059,3698.64,debit
14-Aug-2023,Uber 7679,2581.22,Credit
03/17/2023 00:00,Rent 9682,4145.59,credit
"June 07, 2023",Flipkart 6827,2782.87,
18-Oct-2023,Flipkart 2548,4088.77,debit
26-Jan-2024,Electricity 2932,1949.22,debit
26-Mar-2022,Gym 3356,132.45,credit
23-Jun-2023,Electricity 9900,848.41,Debit
2024-02-29,Swiggy 8774,483.62,credit
01/03/2022 00:00,Gym 5286,4182.06,debit
10-Feb-2024,Flipkart 6977,4267.69,debit
31-Aug-2022,Swiggy 9591,2546.76,debit
"February 09, 2023",Electricity 5205,error,Debit
02/12/2022 00:00,Amazon 2773,3251.16,credit
2023-12-11,Flipkart 1307,354.2,credit
08/24/2023 00:00,Electricity 8619,3287.4,debit
2022-08-21,Gym 9930,739.39,Credit
"May 23, 2023",Electricity 3982,4473.4,Credit
2024-03-15,Gym 4085,62.98,Debit
16-Dec-2022,Electricity 8280,1204.63,
03/16/2023 00:00,Flipkart 8597,error,Credit
05-Jul-2023,Amazon 3569,3453.17,debit
04/12/2024 00:00,Flipkart 3891,959.7,credit
12-Jun-2022,Amazon 7869,2044.01,
26-Oct-2022,Amazon 4007,1279.11,Debit
01/21/2022 00:00,Amazon 6210,760.02,Credit
"January 10, 2022",Salary 8525,2723.09,Debit
02/14/2022 00:00,Zomato 1385,4515.64,Credit
08/28/2023 00:00,Swiggy 1263,3200.1,
03-Jan-2022,Salary 1582,2413.6,debit
2022-02-12,Rent 4424,error,credit
"June 29, 2022",Zomato 1962,4545.86,
"October 24, 2022",Zomato 9990,2646.76₹,credit
01/12/2023 00:00,Rent 2935,4988.44₹,
17-Apr-2022,Amazon 2692,622.36,credit
"December 18, 2023",Electricity 1279,4938.46,Credit
2024-02-16,Salary 6742,3188.71,credit
06-Mar-2023,Electricity 2439,2240.43,credit
2023-09-28,Flipkart 4741,520.59,Debit
23-Apr-2022,Amazon 1018,1544.06,credit
12-Jan-2023,Flipkart 4212,error,Credit
"February 16, 2022",Gym 2528,936.88₹,debit
2023-10-30,Salary 2507,620.31,
10/11/2022 00:00,Electricity 9169,1433.97,debit
2022-11-27,Rent 4356,363.17,credit
2022-08-24,Swiggy 1051,315.33,credit
05/11/2024 00:00,Zomato 5081,3506.85,
13-Oct-2023,Rent 3293,4974.95₹,Credit
2022-10-12,Flipkart 4115,4433.43,credit
24-Jan-2024,Uber 5844,2986.49,debit
03/16/2023 00:00,Rent 5133,981.65,credit
"September 06, 2022",Uber 4247,1858.89,Debit
"December 17, 2023",Rent 3722,91.34,debit
2023-12-13,Zomato 3621,175.86,
26-Feb-2022,Gym 1960,2077.08,Debit
03/13/2023 00:00,Swiggy 5696,426.73,
15-Mar-2022,Electricity 7608,3310.74,Debit
29-Apr-2022,Uber 7489,281.96,Debit
07/25/2023 00:00,Gym 9327,1565.41,Credit
10/18/2022 00:00,Flipkart 6083,3065.05,
03/14/2024 00:00,Amazon 7854,4150.57,
"November 29, 2022",Salary 9368,1887.19,
02/27/2022 00:00,Rent 7487,81.78,Debit
05/15/2023 00:00,Salary 7323,3090.95,credit
"January 01, 2024",Salary 4327,2335.37,debit
01/14/2024 00:00,Zomato 5134,3196.55,debit
"September 15, 2022",Swiggy 5707,3644.06,credit
03/06/2024 00:00,Rent 8861,4699.89,Credit
2023-04-27,Amazon 2794,274.68,
04/14/2023 00:00,Swiggy 9256,2081.6,Debit
22-Nov-2022,Uber 6389,4476.26,debit
04-Mar-2022,Amazon 2907,error,credit
2022-06-29,Uber 1170,error,Debit
"April 07, 2024",Flipkart 3954,3052.73,credit
19-Aug-2022,Uber 1431,3225.76,credit
2024-05-07,Flipkart 5871,2246.47,
13-Jun-2022,Zomato 9415,4946.82,Debit
"December 26, 2022",Gym 5121,3808.05,debit
2022-07-29,Gym 1868,3964.79,Credit
2023-03-22,Salary 2173,1365.6,
02-Jun-2024,Rent 3282,4281.48,debit
"July 09, 2023",Gym 2835,2263.16,debit
"February 27, 2023",Swiggy 1734,4248.63,Debit
2022-05-13,Uber 4454,1282.69,debit
"December 31, 2023",Uber 1305,4146.72,Credit
2022-07-22,Rent 1895,29.34,credit
11/21/2023 00:00,Amazon 4250,2108.74,
2024-02-23,Electricity 4809,2377.51,Debit
2023-04-12,Flipkart 3920,error,credit
18-Jul-2023,Amazon 1821,2938.41,debit
29-Mar-2023,Gym 4500,1847.1,debit
2023-08-06,Flipkart 4437,915.96,Debit
03-Jan-2022,Zomato 7624,error,
30-Mar-2022,Zomato 2006,4818.77,Credit
"February 20, 2022",Amazon 6356,2785.25,
03/29/2023 00:00,Swiggy 4940,4154.53,credit
2023-11-03,Flipkart 5372,1875.14,credit
"April 25, 2023",Electricity 4221,3415.67,debit
13-May-2022,Amazon 2189,1327.07,
04-Sep-2022,Rent 7752,4428.11,credit
"June 04, 2024",Swiggy 5711,2409.32,Credit
11/14/2023 00:00,Flipkart 9828,2428.63,
12/24/2023 00:00,Swiggy 2325,3976.75,
2023-01-31,Uber 4602,3796.35,
"June 08, 2022",Gym 4744,2125.19,
10-Apr-2023,Electricity 4470,2445.14,Credit
2022-05-30,Electricity 3351,4685.15,Credit
"July 25, 2023",Salary 5289,1088.07,credit
04-Nov-2022,Gym 4742,2977.77,Credit
07/13/2023 00:00,Swiggy 3701,error,Credit
05/13/2023 00:00,Amazon 1963,4083.88,debit
2024-05-22,Uber 9499,3640.76,Debit
"November 01, 2022",Flipkart 2556,error,Debit
2022-11-08,Rent 4538,2989.38,Credit
2023-06-27,Zomato 5605,960.16,credit
2022-09-04,Swiggy 3048,268.82,debit
"November 30, 2023",Uber 2697,4041.05,Debit
23-Aug-2022,Gym 1102,3016.91,Credit
17-Apr-2024,Zomato 8069,4563.72,credit
28-Nov-2022,Salary 9401,615.08,Credit
20-Jun-2022,Rent 5584,596.23,credit
20-Apr-2023,Uber 2454,712.17,credit
16-Aug-2023,Rent 3267,4287.93,credit
21-Apr-2024,Uber 4610,994.16,
2022-12-31,Uber 9409,2628.66,debit
01/05/2022 00:00,Swiggy 4551,4308.83,debit
2023-05-31,Salary 4483,2837.45,Credit
"May 02, 2023",Uber 8304,3599.52,Credit
2023-10-17,Gym 7869,326.54,credit
"June 16, 2024",Swiggy 2524,3110.27,Credit
2023-03-09,Electricity 3957,2644.3,Debit
"November 08, 2022",Uber 9757,4234.58,
"May 16, 2023",Swiggy 4767,2275.59,credit
10/10/2023 00:00,Salary 6450,4698.24,Debit
02/23/2024 00:00,Zomato 2198,2161.19,Debit
12-Sep-2022,Uber 6387,612.59,Credit
12/25/2023 00:00,Rent 9018,4325.11,credit
07-Oct-2022,Uber 7073,2159.31,Credit
02-Feb-2024,Swiggy 7783,1376.36,credit
11/07/2022 00:00,Uber 9994,error,Credit
11/25/2023 00:00,Swiggy 2364,error,
28-Jul-2022,Swiggy 1763,2186.84,Debit
11/21/2022 00:00,Rent 9619,1929.56,debit
2023-12-19,Zomato 4151,3836.52,debit
01/20/2024 00:00,Uber 3713,2470.01,
2023-05-06,Salary 9552,3635.78,debit
07-Apr-2024,Rent 3740,3154.28,credit
08-Jun-2022,Zomato 3301,4732.61,Credit
2023-06-16,Swiggy 8322,4287.04,Debit
2023-04-06,Swiggy 4571,412.72,
23-Feb-2022,Uber 7470,4781.95,
2023-01-28,Zomato 2133,3080.18,credit
"September 01, 2022",Flipkart 7391,1620.79,Debit
11/05/2023 00:00,Electricity 5788,4343.57,debit
"December 17, 2023",Swiggy 4952,3819.74,Debit
01/14/2024 00:00,Uber 7953,865.35,debit
02-Dec-2022,Flipkart 3188,685.69,
2022-07-12,Flipkart 4645,4259.73,
05/24/2022 00:00,Electricity 5094,3541.3,
04/17/2024 00:00,Rent 3552,1509.11,debit
07/31/2022 00:00,Salary 5253,1797.64,
10/18/2022 00:00,Gym 4784,2939.01,credit
09-Sep-2023,Uber 7901,2805.78,credit
05/14/2023 00:00,Amazon 8827,3267.66,Credit
"May 11, 2022",Electricity 5526,3258.98,credit
10/04/2022 00:00,Amazon 2835,1039.3,debit
26-Jan-2023,Flipkart 4884,3265.58,Credit
"November 30, 2022",Gym 7932,1078.53,credit
05-Oct-2022,Salary 6784,338.13,credit
2022-05-22,Rent 7805,3307.85,credit
06-May-2024,Swiggy 2247,4856.0₹,Credit
"March 08, 2022",Flipkart 6683,571.33,Credit
01/24/2023 00:00,Salary 1220,4341.1,Credit
10-Dec-2023,Salary 3152,1530.84,debit
06/01/2024 00:00,Flipkart 3894,4051.4,
02/28/2022 00:00,Amazon 3770,2831.89,debit
16-Jan-2024,Zomato 6120,4264.85,credit
"January 28, 2023",Amazon 5315,687.36,Credit
2023-05-24,Gym 1098,1595.17,Credit
06/25/2022 00:00,Amazon 1628,2782.79,Credit
12-Apr-2022,Salary 6531,2363.28,
"February 06, 2022",Gym 2836,error,Debit
"November 20, 2022",Uber 2067,1253.88,Credit
2023-08-20,Zomato 9347,1785.47,
"March 10, 2023",Salary 8727,3535.28,credit
"May 11, 2023",Gym 5345,3461.11,debit
"June 20, 2023",Salary 9319,1949.61,Credit
06/10/2024 00:00,Salary 2203,2861.88,Credit
12-Dec-2023,Salary 1503,824.32,Credit
05/06/2022 00:00,Amazon 6268,error,credit
"November 01, 2022",Flipkart 9678,3307.3,credit
09/13/2022 00:00,Flipkart 2278,3931.49,debit
27-Jan-2023,Amazon 6235,3440.4,Debit
"August 10, 2023",Electricity 6188,1402.55,credit
12-May-2023,Electricity 3423,1191.96,Credit
14-Sep-2023,Amazon 1285,1037.55,debit
02-Apr-2023,Amazon 1316,4242.98,
"January 06, 2022",Zomato 5016,1042.82,debit
"July 06, 2023",Gym 9642,599.3,Debit
2024-04-28,Salary 1226,422.42,debit
12/18/2023 00:00,Salary 2673,4435.21,
2022-12-31,Amazon 2043,3764.97,Credit
19-Oct-2023,Swiggy 5903,1801.69,Credit
2022-11-03,Flipkart 2193,3041.74,
01/02/2022 00:00,Flipkart 9053,error,credit
06/07/2022 00:00,Zomato 3354,1621.7₹,Debit
03/28/2024 00:00,Salary 6310,4779.38,
08/16/2022 00:00,Amazon 3167,1383.04,debit
"July 18, 2022",Electricity 7539,1828.2,
2024-02-03,Salary 6285,3215.12,debit
04-Feb-2023,Zomato 8570,2751.18,debit
03/24/2022 00:00,Flipkart 1037,2017.43,Debit
15-Mar-2023,Swiggy 2374,3681.35,Debit
03/17/2023 00:00,Zomato 3001,error,Credit
07-Apr-2023,Gym 1382,1918.14,
02/14/2022 00:00,Amazon 7020,3578.04,debit
2023-03-12,Gym 4776,2844.0,Credit
12/12/2023 00:00,Swiggy 7081,3992.16,credit
2022-06-24,Uber 3907,1620.59,credit
06/29/2023 00:00,Amazon 2822,1628.11,Debit
19-Jan-2023,Salary 1084,2326.39,credit
"May 15, 2024",Electricity 9859,4516.29,
2023-02-12,Swiggy 4214,2927.94,Debit
07/01/2023 00:00,Electricity 6471,3722.77,Debit
07/11/2022 00:00,Gym 1413,2753.98,debit
03/26/2022 00:00,Amazon 2130,1026.61,credit
05/05/2024 00:00,Zomato 8732,3155.88,credit
2023-09-05,Flipkart 4250,4275.21,
09-Apr-2023,Salary 5455,3223.21,credit
12-Nov-2022,Electricity 9159,971.83,Debit
22-Dec-2023,Swiggy 8162,3255.66,Debit
29-Jan-2022,Zomato 7883,1465.54,
10/01/2022 00:00,Zomato 4325,2860.33,
2022-07-05,Zomato 3630,2670.72,debit
"February 17, 2022",Rent 9881,1822.62,credit
2022-09-24,Zomato 4819,2601.2₹,debit
01/22/2023 00:00,Amazon 4219,108.69,Credit
11/13/2023 00:00,Flipkart 8938,4764.16,
05/26/2022 00:00,Electricity 3910,3993.6,Debit
2022-01-16,Gym 4022,573.12,
24-Oct-2022,Zomato 6542,1475.08,credit
25-Mar-2023,Flipkart 7471,3386.02,Debit
07/09/2023 00:00,Zomato 6257,2998.51,Credit
03-Mar-2023,Swiggy 2882,1555.94,debit
12/13/2022 00:00,Swiggy 7871,782.54,credit
"October 14, 2022",Swiggy 3139,error,debit
"May 08, 2023",Swiggy 3909,567.52,Credit
2022-10-11,Uber 6574,1073.88,credit
17-Jul-2023,Zomato 4885,3025.27,
"June 23, 2023",Flipkart 5322,2227.97,credit
06/05/2023 00:00,Gym 9567,error,Debit
12-Jan-2023,Flipkart 3910,4420.9,debit
15-Jan-2023,Uber 9075,1456.48,
26-Feb-2023,Salary 5388,3739.1,credit
"April 07, 2024",Uber 7215,661.43,Credit
"February 03, 2024",Amazon 9607,2361.33,credit
01/15/2024 00:00,Swiggy 5592,2334.14,Credit
2022-08-07,Swiggy 7067,2794.24,Debit
02/26/2022 00:00,Electricity 4130,3901.75,debit
18-Nov-2023,Swiggy 3255,64.31,Debit
2022-04-24,Uber 5421,4462.97,
12/31/2023 00:00,Flipkart 1873,4443.8,Credit
09/03/2022 00:00,Salary 2468,1017.97,Credit
20-Apr-2023,Rent 1830,1196.2,
09-Mar-2022,Amazon 2760,4279.09,
2024-03-29,Amazon 1237,3587.58,credit
02/27/2022 00:00,Electricity 8795,2938.38,debit
10/31/2022 00:00,Gym 3252,3578.42,Debit
2022-11-11,Salary 7745,2154.03,Credit
2022-03-17,Gym 9215,486.14,
10/30/2022 00:00,Amazon 6332,2713.02,Debit
"September 15, 2023",Amazon 2881,1158.09,
16-Sep-2023,Zomato 8405,3144.95,debit
01/04/2024 00:00,Amazon 5960,958.74,
19-Dec-2023,Flipkart 4855,947.69,Debit
2023-08-07,Zomato 4133,471.98,credit
2024-06-07,Salary 2694,2083.6,Debit
04/21/2023 00:00,Rent 6427,4431.61,debit
05/12/2024 00:00,Swiggy 6477,4358.89,debit
01/02/2022 00:00,Zomato 8344,808.32,debit
04/26/2024 00:00,Electricity 5492,3838.37₹,debit
02-Dec-2023,Swiggy 7244,4450.16,Credit
09-Feb-2022,Electricity 4100,494.55,
11/14/2023 00:00,Electricity 4840,2745.63₹,credit
02/17/2022 00:00,Amazon 3298,error,Debit
12/13/2023 00:00,Electricity 5794,1375.82,credit
26-Feb-2022,Salary 4904,1574.62,credit
05/27/2023 00:00,Electricity 9091,1774.27,credit
"December 09, 2023",Flipkart 8584,1568.29,credit
01/12/2022 00:00,Electricity 3238,2207.04,Debit
"April 03, 2023",Flipkart 3047,3777.81₹,credit
20-Nov-2022,Zomato 7207,3442.8,Debit
22-Nov-2023,Uber 3162,514.1,
08/09/2023 00:00,Salary 4352,55.39,Credit
06/25/2023 00:00,Zomato 6216,3037.67,Credit
02-Apr-2022,Gym 8633,3746.69,Credit
2024-03-07,Electricity 4360,4365.32,
12/05/2022 00:00,Amazon 3371,2898.62,
01/06/2023 00:00,Rent 6319,4344.17,debit
09/11/2023 00:00,Gym 3832,2872.62,Debit
"January 29, 2024",Amazon 8257,2278.86,Debit
2022-09-13,Electricity 2830,4069.76,debit
05/16/2023 00:00,Rent 1384,554.77,Credit
2022-04-08,Electricity 6461,462.32,Debit
15-Feb-2022,Swiggy 7832,3983.88,credit
01/20/2022 00:00,Amazon 9437,954.0,Debit
2022-02-28,Gym 8741,4950.58,Debit
2022-08-28,Salary 6682,3002.4,
01/11/2023 00:00,Flipkart 5088,2987.49,Credit
05-Feb-2022,Zomato 9141,643.5,Debit
"May 28, 2023",Uber 2187,error,Credit
07-May-2024,Swiggy 4238,4288.83,Debit
22-Jan-2023,Swiggy 3113,3153.15,Credit
22-Mar-2024,Rent 1978,3179.96,
2022-07-02,Salary 7778,2435.83,debit
12-Nov-2022,Rent 1804,3129.33,debit
22-Jan-2023,Salary 1520,4462.81,credit
"March 26, 2022",Flipkart 1045,4820.56,credit
23-Mar-2023,Salary 1847,2778.69,credit
2023-08-17,Swiggy 4782,1490.72₹,
02-Nov-2023,Electricity 9334,error,debit
2024-01-30,Swiggy 1990,4076.53,Credit
"August 16, 2022",Electricity 7289,4282.29,
04/08/2024 00:00,Swiggy 5746,316.1,Debit
2022-02-18,Flipkart 7321,399.38,
2024-03-22,Salary 1039,error,
"March 09, 2024",Amazon 7691,4883.18,debit
2024-04-19,Gym 3921,378.39,credit
"May 06, 2024",Gym 6572,4764.97,credit
"October 29, 2022",Electricity 4884,376.12,Credit
12/25/2023 00:00,Flipkart 9244,592.11,credit
"October 13, 2023",Rent 7937,4540.2,
09/08/2023 00:00,Amazon 9539,2225.45₹,credit
03/06/2022 00:00,Rent 2766,4078.91,Debit
2023-04-14,Flipkart 2899,900.59,Debit
10/19/2023 00:00,Zomato 8795,1283.03,debit
2023-01-07,Amazon 3074,1547.69,Credit
24-Jun-2023,Flipkart 7900,1908.1,
"August 17, 2023",Gym 7036,3344.16,Debit
22-Apr-2023,Rent 6833,1994.59,
11/26/2022 00:00,Zomato 4107,4472.11,debit
01/09/2022 00:00,Electricity 5566,3042.9,credit
"June 11, 2022",Zomato 6079,4220.41,Debit
"February 08, 2023",Gym 8903,222.26,debit
01/05/2024 00:00,Rent 2139,11.74,Debit
10/05/2023 00:00,Electricity 8145,1990.87,Credit
10/03/2023 00:00,Electricity 2346,error,
"April 07, 2024",Gym 7162,2516.26,credit
14-May-2024,Gym 5404,3211.04,Debit
"November 02, 2022",Uber 3464,925.31,debit
2023-10-10,Swiggy 4685,4852.89,Debit
08-Mar-2024,Swiggy 8610,error,credit
04/07/2022 00:00,Salary 5419,2988.78,Debit
2024-04-28,Electricity 7117,4709.2,
05/05/2023 00:00,Uber 1522,2661.31,
2023-06-05,Gym 1869,4591.95,Credit
10/05/2022 00:00,Zomato 9324,245.13,
05/17/2023 00:00,Salary 9960,2931.21,Debit
"May 11, 2023",Salary 8054,4676.85,credit
2023-05-02,Zomato 6666,4285.15,debit
2022-11-19,Zomato 4823,702.37,credit
"July 28, 2022",Salary 1519,error,
"January 09, 2022",Zomato 2918,706.14,debit
2022-10-30,Swiggy 7799,1179.99,debit
18-Mar-2024,Amazon 4489,500.53,
"October 19, 2022",Zomato 4972,3288.2,debit
21-Oct-2023,Uber 7534,2097.77,debit
2022-12-20,Salary 5831,4228.38,
01/02/2022 00:00,Amazon 1570,4348.75,debit
"April 20, 2023",Amazon 5471,953.51,debit
30-Apr-2024,Swiggy 6782,2245.21,credit
11/04/2023 00:00,Flipkart 1073,3131.71₹,Credit
"May 23, 2023",Swiggy 2565,4163.44₹,Debit
05-Mar-2022,Flipkart 2428,475.38,debit
2024-02-06,Zomato 4914,3567.9,debit
02/14/2023 00:00,Amazon 2528,2395.74,debit
09/23/2023 00:00,Swiggy 8515,2422.49,Credit
"April 21, 2022",Salary 7182,3045.96₹,Credit
02/22/2023 00:00,Amazon 2758,794.37,debit
"December 04, 2023",Zomato 2825,2083.02₹,debit
07/27/2022 00:00,Zomato 6450,4450.01,debit
27-Dec-2023,Rent 7492,4279.23,Debit
"April 02, 2022",Gym 4339,762.98,Credit
"March 19, 2022",Zomato 6181,2802.92,Credit
02-Jun-2023,Rent 1121,4852.06,
2022-02-15,Rent 7312,3153.81,debit
"February 27, 2024",Electricity 7082,1295.85,Credit
2023-09-17,Rent 1789,349.15,
12-Jun-2023,Uber 2283,2640.22,Debit
"September 08, 2022",Flipkart 4194,938.39,Debit
03/30/2023 00:00,Flipkart 6866,4820.81,Debit
2023-04-01,Electricity 7937,3394.48,credit
"February 04, 2024",Uber 2291,4612.36,credit
2022-09-07,Rent 4248,3807.54,Debit
14-Jul-2023,Swiggy 8750,3495.89,credit
17-Sep-2023,Rent 6776,2600.41,debit
02/11/2024 00:00,Electricity 8939,1190.61,debit
25-Jun-2022,Zomato 5788,2869.76,debit
02-Sep-2023,Uber 5745,3908.96,credit
2024-05-26,Zomato 4070,1510.3,Credit
12/08/2023 00:00,Rent 5615,1124.55,Credit
2023-02-16,Salary 5683,error,Credit
02/18/2023 00:00,Zomato 3420,2279.77,debit
12-Oct-2022,Swiggy 5634,error,
"October 23, 2023",Zomato 3423,126.96,credit
"March 20, 2024",Flipkart 2365,4300.63,credit
04/20/2023 00:00,Rent 9731,2610.01,credit
"June 14, 2024",Salary 8024,error,debit
11/02/2022 00:00,Zomato 6885,3843.41,Debit
2024-05-06,Uber 1431,4927.15,credit
2024-06-12,Electricity 4105,3856.09,debit
30-May-2023,Salary 6633,4762.04,Credit
25-Mar-2023,Electricity 5817,4994.29,debit
01-Mar-2024,Gym 9270,1568.65,debit
24-May-2024,Amazon 3609,2915.67,debit
12-Feb-2024,Gym 7877,2174.97,Credit
08/11/2022 00:00,Gym 3308,error,Credit
10/08/2022 00:00,Electricity 8589,2901.12,Credit
03/13/2024 00:00,Salary 5870,2473.57,credit
01/17/2024 00:00,Swiggy 6914,886.33,Debit
"July 31, 2023",Zomato 7873,632.92,debit
2022-07-26,Swiggy 9935,2661.11,credit
2024-03-17,Flipkart 6757,4028.78,Debit
"December 29, 2023",Flipkart 5342,123.83,credit
01/14/2023 00:00,Rent 6284,4575.07,Credit
27-Apr-2023,Gym 1197,1194.33,debit
2023-09-15,Electricity 8632,3939.73,debit
2022-10-01,Swiggy 7158,3477.53,Debit
2022-10-08,Gym 5845,4510.38,
12/22/2022 00:00,Zomato 2000,2162.5,debit
20-Jan-2023,Salary 8798,1580.17,Credit
"May 17, 2022",Gym 5843,421.14,Debit
2022-06-18,Electricity 3155,1156.51,
2024-05-12,Salary 1080,4561.07,debit
"October 05, 2022",Flipkart 3968,2214.58,Debit
"August 18, 2022",Rent 9615,46.51,debit
2023-05-09,Flipkart 1127,1346.63,debit
13-Jul-2022,Zomato 1634,1973.89,debit
2023-05-04,Electricity 6651,84.09,Debit
"November 16, 2023",Rent 1153,4952.95₹,credit
"October 03, 2022",Flipkart 3784,3852.09,Debit
2024-06-07,Uber 2772,2060.97,
"August 03, 2022",Zomato 6189,2118.33,Debit
10/14/2023 00:00,Electricity 8233,2251.27,Debit
07/21/2022 00:00,Amazon 9234,1077.98,Debit
10-Jun-2024,Rent 1930,1299.7,
30-Jul-2023,Swiggy 9987,3170.04,Credit
2023-11-03,Rent 6610,2980.29,credit
03/03/2022 00:00,Salary 8560,2489.05,debit
2022-05-13,Swiggy 9621,498.83₹,debit
"April 30, 2022",Flipkart 3011,545.12,credit
"March 22, 2024",Rent 5654,4400.76,
2022-06-06,Electricity 7599,565.26,Debit
10/16/2022 00:00,Amazon 5231,614.03,debit
"May 04, 2024",Rent 3999,2170.63,Debit
12/22/2022 00:00,Amazon 1750,1384.71,debit
2022-01-13,Salary 9877,2714.61,Credit
2024-03-28,Gym 5411,4310.19,Debit
06/16/2024 00:00,Zomato 6765,4764.1,
2023-04-04,Salary 9932,442.76,Debit
02/16/2023 00:00,Uber 9915,3623.29,debit
05/17/2023 00:00,Zomato 4281,3978.16,debit
"May 22, 2023",Gym 2429,2351.57,debit
10-Jan-2024,Flipkart 9986,2452.01,credit
10/01/2022 00:00,Rent 8857,1372.2,debit
08/19/2022 00:00,Uber 8666,58.0,Debit
"August 01, 2023",Uber 1836,2156.21,Debit
"August 16, 2022",Swiggy 1251,error,credit
03/06/2023 00:00,Electricity 2700,604.09,debit
05/25/2022 00:00,Salary 9574,4617.96,credit
06/10/2022 00:00,Swiggy 9967,1247.06,Debit
"May 16, 2024",Gym 1536,324.81,Debit
"October 16, 2022",Rent 2973,4506.13,credit
12/18/2022 00:00,Amazon 4695,3537.71,debit
25-Mar-2022,Zomato 4739,3303.19,credit
"June 18, 2023",Rent 8718,3307.48,credit
05/05/2022 00:00,Uber 5652,4336.97,Debit
30-Jun-2022,Gym 6855,3335.66₹,debit
"May 08, 2023",Gym 9767,507.28,Credit
06-Mar-2023,Salary 4365,error,Credit
2022-02-13,Uber 1758,2430.43,credit
"April 22, 2024",Uber 9304,3059.42,Debit
01/05/2023 00:00,Uber 5961,3477.27,Debit
03/06/2024 00:00,Amazon 4950,4181.06,Debit
02/23/2023 00:00,Swiggy 5279,4318.09,credit
16-Feb-2024,Electricity 1815,2900.09,Debit
12/29/2022 00:00,Flipkart 5218,1860.86,credit
"October 05, 2022",Salary 8821,error,Credit
03/21/2023 00:00,Salary 4509,1495.52,credit
05-Aug-2022,Zomato 6232,401.34,Credit
"March 26, 2022",Swiggy 7930,3991.5₹,debit
03-Mar-2024,Amazon 6796,1285.24,credit
"May 04, 2023",Flipkart 1087,error,Credit
2022-12-03,Flipkart 5536,1311.63,credit
2022-03-20,Amazon 7176,3965.94,debit
03-Jun-2023,Zomato 4856,724.2,
06-Apr-2024,Swiggy 7595,529.02,Credit
01/06/2024 00:00,Uber 7358,1135.08,Debit
04/01/2023 00:00,Salary 3493,4759.49,
12/08/2023 00:00,Electricity 4316,3551.9,credit
16-Oct-2022,Flipkart 1924,757.56,Credit
29-Apr-2023,Flipkart 3360,586.51,debit
2022-12-22,Rent 9518,1414.9,debit
2024-05-21,Electricity 5356,1385.73,credit
"April 07, 2024",Swiggy 2099,4264.76,Credit
"March 22, 2022",Zomato 6484,1877.08,
2022-05-02,Rent 2986,3710.43,Credit
2023-07-24,Electricity 5705,2243.45,debit
"March 22, 2024",Salary 8896,2535.68,debit
09/25/2023 00:00,Flipkart 4352,938.86,Credit
17-May-2023,Uber 1672,107.72,credit
02/17/2022 00:00,Uber 3707,2332.28,debit
"September 29, 2023",Uber 3102,1642.19,Debit
